merchant_name,merchant_category,city,state
Max Hospital 4430,Hospital,Mumbai,Maharashtra
Shell 4431,Fuel,Kochi,Kerala
Electricity Board 4432,Utilities,Chandigarh,Punjab
Wellness Forever 4433,Pharmacy,Kolkata,West Bengal
Big Bazaar 4434,Supermarket,Bengaluru,Karnataka
Shell 4435,Fuel,Ahmedabad,Gujarat
Indian Oil 4436,Fuel,Kolkata,West Bengal
Flipkart 4437,Shopping,Delhi,Delhi
Max Fashion 4438,Fashion,Indore,Madhya Pradesh
Shell 4439,Fuel,Mumbai,Maharashtra
HP Petrol Pump 4440,Fuel,Lucknow,Uttar Pradesh
Apollo Hospital 4441,Hospital,Kochi,Kerala
D-Mart 4442,Supermarket,Mumbai,Maharashtra
More 4443,Supermarket,Noida,Uttar Pradesh
Reliance Digital 4444,Electronics,Kochi,Kerala
Zudio 4445,Fashion,Kochi,Kerala
Apollo Hospital 4446,Hospital,Kochi,Kerala
Flipkart 4447,Shopping,Bhopal,Madhya Pradesh
McDonald's 4448,Restaurant,Mumbai,Maharashtra
Reliance Digital 4449,Electronics,Noida,Uttar Pradesh
Indian Oil 4450,Fuel,Patna,Bihar
Croma 4451,Electronics,Gurgaon,Haryana
Max Hospital 4452,Hospital,Bengaluru,Karnataka
Gas Agency 4453,Utilities,Patna,Bihar
Electricity Board 4454,Utilities,Bengaluru,Karnataka
Electricity Board 4455,Utilities,Indore,Madhya Pradesh
Wellness Forever 4456,Pharmacy,Bengaluru,Karnataka
PVR 4457,Entertainment,Delhi,Delhi
KFC 4458,Restaurant,Noida,Uttar Pradesh
HP Petrol Pump 4459,Fuel,Chandigarh,Punjab
Fortis 4460,Hospital,Chennai,Tamil Nadu
More 4461,Supermarket,Delhi,Delhi
Pizza Hut 4462,Restaurant,Kolkata,West Bengal
Max Fashion 4463,Fashion,Noida,Uttar Pradesh
Reliance Digital 4464,Electronics,Bhopal,Madhya Pradesh
Big Bazaar 4465,Supermarket,Lucknow,Uttar Pradesh
Starbucks 4466,Cafe,Patna,Bihar
Ajio 4467,Shopping,Bengaluru,Karnataka
Goibibo 4468,Travel,Kolkata,West Bengal
Vijay Sales 4469,Electronics,Jaipur,Rajasthan
Lifestyle 4470,Fashion,Indore,Madhya Pradesh
Starbucks 4471,Cafe,Kochi,Kerala
Spencer's 4472,Supermarket,Kanpur,Uttar Pradesh
Spencer's 4473,Supermarket,Gurgaon,Haryana
PVR 4474,Entertainment,Pune,Maharashtra
Shell 4475,Fuel,Hyderabad,Telangana
Zudio 4476,Fashion,Pune,Maharashtra
IRCTC 4477,Travel,Kolkata,West Bengal
D-Mart 4478,Supermarket,Chennai,Tamil Nadu
Cafe Coffee Day 4479,Cafe,Bhopal,Madhya Pradesh
Burger King 4480,Restaurant,Patna,Bihar
Barista 4481,Cafe,Indore,Madhya Pradesh
KFC 4482,Restaurant,Indore,Madhya Pradesh
KFC 4483,Restaurant,Kolkata,West Bengal
Flipkart 4484,Shopping,Nagpur,Maharashtra
Starbucks 4485,Cafe,Bhopal,Madhya Pradesh
Apollo Hospital 4486,Hospital,Jaipur,Rajasthan
HP Petrol Pump 4487,Fuel,Pune,Maharashtra
Domino's 4488,Restaurant,Surat,Gujarat
MedPlus 4489,Pharmacy,Surat,Gujarat
More 4490,Supermarket,Hyderabad,Telangana
PVR 4491,Entertainment,Surat,Gujarat
Domino's 4492,Restaurant,Bengaluru,Karnataka
Wellness Forever 4493,Pharmacy,Chandigarh,Punjab
Pizza Hut 4494,Restaurant,Gurgaon,Haryana
Lifestyle 4495,Fashion,Kanpur,Uttar Pradesh
Barista 4496,Cafe,Mumbai,Maharashtra
BookMyShow 4497,Entertainment,Jaipur,Rajasthan
Fortis 4498,Hospital,Indore,Madhya Pradesh
Yatra 4499,Travel,Gurgaon,Haryana
Starbucks 4500,Cafe,Surat,Gujarat
Apollo Pharmacy 4501,Pharmacy,Gurgaon,Haryana
MedPlus 4502,Pharmacy,Surat,Gujarat
Yatra 4503,Travel,Gurgaon,Haryana
Amazon 4504,Shopping,Noida,Uttar Pradesh
HP Petrol Pump 4505,Fuel,Lucknow,Uttar Pradesh
Reliance Digital 4506,Electronics,Nagpur,Maharashtra
Electricity Board 4507,Utilities,Hyderabad,Telangana
Barista 4508,Cafe,Indore,Madhya Pradesh
Ajio 4509,Shopping,Ahmedabad,Gujarat
KFC 4510,Restaurant,Chennai,Tamil Nadu
Wellness Forever 4511,Pharmacy,Delhi,Delhi
Water Supply 4512,Utilities,Chandigarh,Punjab
Ajio 4513,Shopping,Bengaluru,Karnataka
Big Bazaar 4514,Supermarket,Delhi,Delhi
Max Fashion 4515,Fashion,Surat,Gujarat
Fortis 4516,Hospital,Patna,Bihar
Reliance Digital 4517,Electronics,Noida,Uttar Pradesh
Meesho 4518,Shopping,Noida,Uttar Pradesh
Spencer's 4519,Supermarket,Nagpur,Maharashtra
Spencer's 4520,Supermarket,Bengaluru,Karnataka
Flipkart 4521,Shopping,Noida,Uttar Pradesh
Westside 4522,Fashion,Gurgaon,Haryana
BookMyShow 4523,Entertainment,Chandigarh,Punjab
Pantaloons 4524,Fashion,Patna,Bihar
Apollo Pharmacy 4525,Pharmacy,Jaipur,Rajasthan
Meesho 4526,Shopping,Kochi,Kerala
Max Hospital 4527,Hospital,Bengaluru,Karnataka
Apollo Hospital 4528,Hospital,Jaipur,Rajasthan
Medanta 4529,Hospital,Kolkata,West Bengal
More 4530,Supermarket,Patna,Bihar
Vijay Sales 4531,Electronics,Bengaluru,Karnataka
Ajio 4532,Shopping,Kolkata,West Bengal
Croma 4533,Electronics,Ahmedabad,Gujarat
Wellness Forever 4534,Pharmacy,Mumbai,Maharashtra
Pizza Hut 4535,Restaurant,Kanpur,Uttar Pradesh
Westside 4536,Fashion,Bhopal,Madhya Pradesh
Starbucks 4537,Cafe,Mumbai,Maharashtra
Goibibo 4538,Travel,Mumbai,Maharashtra
Myntra 4539,Shopping,Nagpur,Maharashtra
Apollo Pharmacy 4540,Pharmacy,Noida,Uttar Pradesh
Cafe Coffee Day 4541,Cafe,Kanpur,Uttar Pradesh
Electricity Board 4542,Utilities,Ahmedabad,Gujarat
Water Supply 4543,Utilities,Nagpur,Maharashtra
Wellness Forever 4544,Pharmacy,Gurgaon,Haryana
Indian Oil 4545,Fuel,Pune,Maharashtra
Electricity Board 4546,Utilities,Indore,Madhya Pradesh
BookMyShow 4547,Entertainment,Ahmedabad,Gujarat
PVR 4548,Entertainment,Bhopal,Madhya Pradesh
Meesho 4549,Shopping,Surat,Gujarat
HP Petrol Pump 4550,Fuel,Chandigarh,Punjab
Gas Agency 4551,Utilities,Gurgaon,Haryana
Myntra 4552,Shopping,Bhopal,Madhya Pradesh
Lifestyle 4553,Fashion,Lucknow,Uttar Pradesh
Bharat Petroleum 4554,Fuel,Chandigarh,Punjab
D-Mart 4555,Supermarket,Ahmedabad,Gujarat
Indian Oil 4556,Fuel,Lucknow,Uttar Pradesh
Wellness Forever 4557,Pharmacy,Kolkata,West Bengal
McDonald's 4558,Restaurant,Hyderabad,Telangana
More 4559,Supermarket,Bhopal,Madhya Pradesh
KFC 4560,Restaurant,Indore,Madhya Pradesh
Apollo Hospital 4561,Hospital,Indore,Madhya Pradesh
Max Fashion 4562,Fashion,Kochi,Kerala
Pantaloons 4563,Fashion,Chandigarh,Punjab
Reliance Digital 4564,Electronics,Ahmedabad,Gujarat
PVR 4565,Entertainment,Gurgaon,Haryana
McDonald's 4566,Restaurant,Gurgaon,Haryana
Max Hospital 4567,Hospital,Pune,Maharashtra
Reliance Digital 4568,Electronics,Chandigarh,Punjab
Medanta 4569,Hospital,Kolkata,West Bengal
Electricity Board 4570,Utilities,Gurgaon,Haryana
MakeMyTrip 4571,Travel,Gurgaon,Haryana
D-Mart 4572,Supermarket,Chandigarh,Punjab
HP Petrol Pump 4573,Fuel,Hyderabad,Telangana
Cafe Coffee Day 4574,Cafe,Kochi,Kerala
Domino's 4575,Restaurant,Kanpur,Uttar Pradesh
MedPlus 4576,Pharmacy,Chennai,Tamil Nadu
MedPlus 4577,Pharmacy,Gurgaon,Haryana
Shell 4578,Fuel,Lucknow,Uttar Pradesh
Pantaloons 4579,Fashion,Lucknow,Uttar Pradesh
Apollo Hospital 4580,Hospital,Lucknow,Uttar Pradesh
BookMyShow 4581,Entertainment,Gurgaon,Haryana
Amazon 4582,Shopping,Kochi,Kerala
Barista 4583,Cafe,Surat,Gujarat
Westside 4584,Fashion,Surat,Gujarat
Zudio 4585,Fashion,Nagpur,Maharashtra
D-Mart 4586,Supermarket,Ahmedabad,Gujarat
PVR 4587,Entertainment,Lucknow,Uttar Pradesh
Meesho 4588,Shopping,Noida,Uttar Pradesh
Spencer's 4589,Supermarket,Kolkata,West Bengal
Flipkart 4590,Shopping,Hyderabad,Telangana
Indian Oil 4591,Fuel,Chennai,Tamil Nadu
Apollo Hospital 4592,Hospital,Pune,Maharashtra
Barista 4593,Cafe,Bhopal,Madhya Pradesh
INOX 4594,Entertainment,Kanpur,Uttar Pradesh
Big Bazaar 4595,Supermarket,Kanpur,Uttar Pradesh
Croma 4596,Electronics,Gurgaon,Haryana
Croma 4597,Electronics,Kochi,Kerala
Apollo Hospital 4598,Hospital,Mumbai,Maharashtra
Shell 4599,Fuel,Mumbai,Maharashtra
Croma 4600,Electronics,Kochi,Kerala
Reliance Fresh 4601,Supermarket,Kolkata,West Bengal
Indian Oil 4602,Fuel,Noida,Uttar Pradesh
Wellness Forever 4603,Pharmacy,Surat,Gujarat
Yatra 4604,Travel,Gurgaon,Haryana
Domino's 4605,Restaurant,Kanpur,Uttar Pradesh
Starbucks 4606,Cafe,Bhopal,Madhya Pradesh
Yatra 4607,Travel,Indore,Madhya Pradesh
Ajio 4608,Shopping,Jaipur,Rajasthan
Vijay Sales 4609,Electronics,Gurgaon,Haryana
Cafe Coffee Day 4610,Cafe,Bengaluru,Karnataka
D-Mart 4611,Supermarket,Indore,Madhya Pradesh
Pizza Hut 4612,Restaurant,Kolkata,West Bengal
Zudio 4613,Fashion,Bhopal,Madhya Pradesh
Westside 4614,Fashion,Hyderabad,Telangana
McDonald's 4615,Restaurant,Kanpur,Uttar Pradesh
Bharat Petroleum 4616,Fuel,Jaipur,Rajasthan
Medanta 4617,Hospital,Bhopal,Madhya Pradesh
Reliance Digital 4618,Electronics,Kochi,Kerala
Max Fashion 4619,Fashion,Delhi,Delhi
MakeMyTrip 4620,Travel,Lucknow,Uttar Pradesh
Goibibo 4621,Travel,Indore,Madhya Pradesh
Shell 4622,Fuel,Lucknow,Uttar Pradesh
Indian Oil 4623,Fuel,Kolkata,West Bengal
IRCTC 4624,Travel,Indore,Madhya Pradesh
Water Supply 4625,Utilities,Hyderabad,Telangana
Flipkart 4626,Shopping,Gurgaon,Haryana
Amazon 4627,Shopping,Pune,Maharashtra
Indian Oil 4628,Fuel,Delhi,Delhi
Bharat Petroleum 4629,Fuel,Bengaluru,Karnataka
Barista 4630,Cafe,Nagpur,Maharashtra
Domino's 4631,Restaurant,Bengaluru,Karnataka
Burger King 4632,Restaurant,Kochi,Kerala
Spencer's 4633,Supermarket,Nagpur,Maharashtra
Burger King 4634,Restaurant,Bhopal,Madhya Pradesh
Meesho 4635,Shopping,Bhopal,Madhya Pradesh
PVR 4636,Entertainment,Kochi,Kerala
Lifestyle 4637,Fashion,Delhi,Delhi
Indian Oil 4638,Fuel,Kolkata,West Bengal
Max Fashion 4639,Fashion,Nagpur,Maharashtra
Flipkart 4640,Shopping,Lucknow,Uttar Pradesh
Yatra 4641,Travel,Lucknow,Uttar Pradesh
Croma 4642,Electronics,Ahmedabad,Gujarat
Domino's 4643,Restaurant,Lucknow,Uttar Pradesh
Apollo Pharmacy 4644,Pharmacy,Jaipur,Rajasthan
Westside 4645,Fashion,Jaipur,Rajasthan
Big Bazaar 4646,Supermarket,Kolkata,West Bengal
Croma 4647,Electronics,Bhopal,Madhya Pradesh
Gas Agency 4648,Utilities,Chennai,Tamil Nadu
IRCTC 4649,Travel,Surat,Gujarat
Domino's 4650,Restaurant,Gurgaon,Haryana
Apollo Pharmacy 4651,Pharmacy,Kanpur,Uttar Pradesh
Goibibo 4652,Travel,Indore,Madhya Pradesh
Apollo Pharmacy 4653,Pharmacy,Chandigarh,Punjab
Flipkart 4654,Shopping,Gurgaon,Haryana
Starbucks 4655,Cafe,Hyderabad,Telangana
Wellness Forever 4656,Pharmacy,Delhi,Delhi
Apollo Hospital 4657,Hospital,Ahmedabad,Gujarat
Gas Agency 4658,Utilities,Chandigarh,Punjab
BookMyShow 4659,Entertainment,Pune,Maharashtra
Pantaloons 4660,Fashion,Kanpur,Uttar Pradesh
Reliance Fresh 4661,Supermarket,Patna,Bihar
KFC 4662,Restaurant,Pune,Maharashtra
PVR 4663,Entertainment,Chennai,Tamil Nadu
MakeMyTrip 4664,Travel,Delhi,Delhi
Goibibo 4665,Travel,Delhi,Delhi
Max Fashion 4666,Fashion,Kolkata,West Bengal
Croma 4667,Electronics,Noida,Uttar Pradesh
PVR 4668,Entertainment,Delhi,Delhi
Westside 4669,Fashion,Kolkata,West Bengal
Indian Oil 4670,Fuel,Kolkata,West Bengal
PVR 4671,Entertainment,Chennai,Tamil Nadu
Wellness Forever 4672,Pharmacy,Jaipur,Rajasthan
More 4673,Supermarket,Lucknow,Uttar Pradesh
Reliance Digital 4674,Electronics,Bengaluru,Karnataka
KFC 4675,Restaurant,Pune,Maharashtra
HP Petrol Pump 4676,Fuel,Gurgaon,Haryana
Meesho 4677,Shopping,Pune,Maharashtra
PVR 4678,Entertainment,Delhi,Delhi
Myntra 4679,Shopping,Nagpur,Maharashtra
Yatra 4680,Travel,Lucknow,Uttar Pradesh
MedPlus 4681,Pharmacy,Ahmedabad,Gujarat
Barista 4682,Cafe,Kanpur,Uttar Pradesh
Croma 4683,Electronics,Nagpur,Maharashtra
BookMyShow 4684,Entertainment,Pune,Maharashtra
Gas Agency 4685,Utilities,Chandigarh,Punjab
Wellness Forever 4686,Pharmacy,Pune,Maharashtra
Apollo Hospital 4687,Hospital,Indore,Madhya Pradesh
MakeMyTrip 4688,Travel,Patna,Bihar
Ajio 4689,Shopping,Ahmedabad,Gujarat
McDonald's 4690,Restaurant,Gurgaon,Haryana
Max Fashion 4691,Fashion,Ahmedabad,Gujarat
Spencer's 4692,Supermarket,Indore,Madhya Pradesh
Meesho 4693,Shopping,Hyderabad,Telangana
Myntra 4694,Shopping,Noida,Uttar Pradesh
Burger King 4695,Restaurant,Gurgaon,Haryana
Pizza Hut 4696,Restaurant,Chandigarh,Punjab
Apollo Pharmacy 4697,Pharmacy,Kochi,Kerala
HP Petrol Pump 4698,Fuel,Ahmedabad,Gujarat
Zudio 4699,Fashion,Noida,Uttar Pradesh
Medanta 4700,Hospital,Bengaluru,Karnataka
Max Fashion 4701,Fashion,Hyderabad,Telangana
Bharat Petroleum 4702,Fuel,Indore,Madhya Pradesh
BookMyShow 4703,Entertainment,Nagpur,Maharashtra
Meesho 4704,Shopping,Pune,Maharashtra
Flipkart 4705,Shopping,Delhi,Delhi
Amazon 4706,Shopping,Noida,Uttar Pradesh
Wellness Forever 4707,Pharmacy,Indore,Madhya Pradesh
Big Bazaar 4708,Supermarket,Gurgaon,Haryana
Barista 4709,Cafe,Hyderabad,Telangana
More 4710,Supermarket,Indore,Madhya Pradesh
Flipkart 4711,Shopping,Kolkata,West Bengal
Fortis 4712,Hospital,Jaipur,Rajasthan
KFC 4713,Restaurant,Gurgaon,Haryana
Zudio 4714,Fashion,Kolkata,West Bengal
Max Fashion 4715,Fashion,Chandigarh,Punjab
INOX 4716,Entertainment,Chandigarh,Punjab
Yatra 4717,Travel,Surat,Gujarat
Flipkart 4718,Shopping,Noida,Uttar Pradesh
PVR 4719,Entertainment,Mumbai,Maharashtra
MakeMyTrip 4720,Travel,Indore,Madhya Pradesh
Flipkart 4721,Shopping,Lucknow,Uttar Pradesh
BookMyShow 4722,Entertainment,Noida,Uttar Pradesh
MakeMyTrip 4723,Travel,Nagpur,Maharashtra
Indian Oil 4724,Fuel,Kolkata,West Bengal
PVR 4725,Entertainment,Patna,Bihar
BookMyShow 4726,Entertainment,Surat,Gujarat
Max Hospital 4727,Hospital,Jaipur,Rajasthan
Lifestyle 4728,Fashion,Jaipur,Rajasthan
Amazon 4729,Shopping,Delhi,Delhi
Medanta 4730,Hospital,Mumbai,Maharashtra
Reliance Fresh 4731,Supermarket,Chennai,Tamil Nadu
Flipkart 4732,Shopping,Kanpur,Uttar Pradesh
PVR 4733,Entertainment,Pune,Maharashtra
Max Hospital 4734,Hospital,Surat,Gujarat
Starbucks 4735,Cafe,Bengaluru,Karnataka
Vijay Sales 4736,Electronics,Hyderabad,Telangana
Apollo Hospital 4737,Hospital,Kochi,Kerala
Yatra 4738,Travel,Surat,Gujarat
Apollo Pharmacy 4739,Pharmacy,Indore,Madhya Pradesh
Medanta 4740,Hospital,Patna,Bihar
Ajio 4741,Shopping,Bhopal,Madhya Pradesh
Lifestyle 4742,Fashion,Patna,Bihar
Apollo Hospital 4743,Hospital,Bengaluru,Karnataka
Wellness Forever 4744,Pharmacy,Delhi,Delhi
Meesho 4745,Shopping,Lucknow,Uttar Pradesh
Reliance Digital 4746,Electronics,Bhopal,Madhya Pradesh
Indian Oil 4747,Fuel,Mumbai,Maharashtra
Indian Oil 4748,Fuel,Bengaluru,Karnataka
Westside 4749,Fashion,Patna,Bihar
Big Bazaar 4750,Supermarket,Lucknow,Uttar Pradesh
KFC 4751,Restaurant,Hyderabad,Telangana
PVR 4752,Entertainment,Ahmedabad,Gujarat
Max Fashion 4753,Fashion,Chandigarh,Punjab
Apollo Hospital 4754,Hospital,Noida,Uttar Pradesh
Gas Agency 4755,Utilities,Bhopal,Madhya Pradesh
Meesho 4756,Shopping,Mumbai,Maharashtra
Fortis 4757,Hospital,Surat,Gujarat
Flipkart 4758,Shopping,Kanpur,Uttar Pradesh
MedPlus 4759,Pharmacy,Hyderabad,Telangana
Domino's 4760,Restaurant,Bhopal,Madhya Pradesh
Apollo Hospital 4761,Hospital,Jaipur,Rajasthan
Big Bazaar 4762,Supermarket,Hyderabad,Telangana
KFC 4763,Restaurant,Jaipur,Rajasthan
Electricity Board 4764,Utilities,Indore,Madhya Pradesh
Yatra 4765,Travel,Kolkata,West Bengal
Cafe Coffee Day 4766,Cafe,Indore,Madhya Pradesh
INOX 4767,Entertainment,Bengaluru,Karnataka
Max Fashion 4768,Fashion,Surat,Gujarat
Gas Agency 4769,Utilities,Gurgaon,Haryana
Goibibo 4770,Travel,Gurgaon,Haryana
Cafe Coffee Day 4771,Cafe,Gurgaon,Haryana
Fortis 4772,Hospital,Chandigarh,Punjab
INOX 4773,Entertainment,Chandigarh,Punjab
Pizza Hut 4774,Restaurant,Kanpur,Uttar Pradesh
MedPlus 4775,Pharmacy,Bhopal,Madhya Pradesh
Ajio 4776,Shopping,Pune,Maharashtra
Yatra 4777,Travel,Indore,Madhya Pradesh
Reliance Fresh 4778,Supermarket,Jaipur,Rajasthan
Goibibo 4779,Travel,Chennai,Tamil Nadu
Medanta 4780,Hospital,Kanpur,Uttar Pradesh
Myntra 4781,Shopping,Bengaluru,Karnataka
McDonald's 4782,Restaurant,Bengaluru,Karnataka
Burger King 4783,Restaurant,Kolkata,West Bengal
More 4784,Supermarket,Indore,Madhya Pradesh
D-Mart 4785,Supermarket,Chandigarh,Punjab
Croma 4786,Electronics,Noida,Uttar Pradesh
Burger King 4787,Restaurant,Patna,Bihar
Burger King 4788,Restaurant,Hyderabad,Telangana
Reliance Fresh 4789,Supermarket,Kanpur,Uttar Pradesh
Water Supply 4790,Utilities,Delhi,Delhi
Pantaloons 4791,Fashion,Delhi,Delhi
Reliance Fresh 4792,Supermarket,Noida,Uttar Pradesh
Croma 4793,Electronics,Noida,Uttar Pradesh
Wellness Forever 4794,Pharmacy,Kochi,Kerala
More 4795,Supermarket,Kolkata,West Bengal
Lifestyle 4796,Fashion,Surat,Gujarat
MakeMyTrip 4797,Travel,Surat,Gujarat
Goibibo 4798,Travel,Jaipur,Rajasthan
Meesho 4799,Shopping,Nagpur,Maharashtra
Burger King 4800,Restaurant,Surat,Gujarat
PVR 4801,Entertainment,Ahmedabad,Gujarat
Reliance Digital 4802,Electronics,Bhopal,Madhya Pradesh
Vijay Sales 4803,Electronics,Surat,Gujarat
Burger King 4804,Restaurant,Kolkata,West Bengal
D-Mart 4805,Supermarket,Chennai,Tamil Nadu
Reliance Digital 4806,Electronics,Surat,Gujarat
Croma 4807,Electronics,Noida,Uttar Pradesh
Cafe Coffee Day 4808,Cafe,Surat,Gujarat
Fortis 4809,Hospital,Jaipur,Rajasthan
Flipkart 4810,Shopping,Noida,Uttar Pradesh
Electricity Board 4811,Utilities,Surat,Gujarat
Cafe Coffee Day 4812,Cafe,Indore,Madhya Pradesh
Big Bazaar 4813,Supermarket,Bengaluru,Karnataka
Burger King 4814,Restaurant,Chandigarh,Punjab
MedPlus 4815,Pharmacy,Kanpur,Uttar Pradesh
Apollo Pharmacy 4816,Pharmacy,Patna,Bihar
Big Bazaar 4817,Supermarket,Mumbai,Maharashtra
Apollo Hospital 4818,Hospital,Pune,Maharashtra
Reliance Digital 4819,Electronics,Bhopal,Madhya Pradesh
Domino's 4820,Restaurant,Noida,Uttar Pradesh
Vijay Sales 4821,Electronics,Lucknow,Uttar Pradesh
Medanta 4822,Hospital,Indore,Madhya Pradesh
Water Supply 4823,Utilities,Hyderabad,Telangana
Shell 4824,Fuel,Bengaluru,Karnataka
Apollo Hospital 4825,Hospital,Chandigarh,Punjab
Medanta 4826,Hospital,Jaipur,Rajasthan
PVR 4827,Entertainment,Chandigarh,Punjab
More 4828,Supermarket,Delhi,Delhi
Max Fashion 4829,Fashion,Noida,Uttar Pradesh
Apollo Pharmacy 4830,Pharmacy,Mumbai,Maharashtra
Lifestyle 4831,Fashion,Jaipur,Rajasthan
Meesho 4832,Shopping,Patna,Bihar
Bharat Petroleum 4833,Fuel,Gurgaon,Haryana
Ajio 4834,Shopping,Gurgaon,Haryana
Indian Oil 4835,Fuel,Pune,Maharashtra
Barista 4836,Cafe,Bengaluru,Karnataka
Shell 4837,Fuel,Kochi,Kerala
Zudio 4838,Fashion,Jaipur,Rajasthan
Goibibo 4839,Travel,Surat,Gujarat
Electricity Board 4840,Utilities,Chennai,Tamil Nadu
MedPlus 4841,Pharmacy,Kolkata,West Bengal
INOX 4842,Entertainment,Bengaluru,Karnataka
IRCTC 4843,Travel,Surat,Gujarat
Indian Oil 4844,Fuel,Kanpur,Uttar Pradesh
Pantaloons 4845,Fashion,Kochi,Kerala
Apollo Hospital 4846,Hospital,Noida,Uttar Pradesh
Vijay Sales 4847,Electronics,Surat,Gujarat
Electricity Board 4848,Utilities,Indore,Madhya Pradesh
Zudio 4849,Fashion,Hyderabad,Telangana
HP Petrol Pump 4850,Fuel,Lucknow,Uttar Pradesh
Westside 4851,Fashion,Pune,Maharashtra
Gas Agency 4852,Utilities,Bengaluru,Karnataka
Ajio 4853,Shopping,Kochi,Kerala
Gas Agency 4854,Utilities,Kochi,Kerala
Gas Agency 4855,Utilities,Delhi,Delhi
Cafe Coffee Day 4856,Cafe,Kanpur,Uttar Pradesh
INOX 4857,Entertainment,Noida,Uttar Pradesh
Apollo Pharmacy 4858,Pharmacy,Hyderabad,Telangana
Yatra 4859,Travel,Hyderabad,Telangana
Meesho 4860,Shopping,Surat,Gujarat
More 4861,Supermarket,Kolkata,West Bengal
HP Petrol Pump 4862,Fuel,Mumbai,Maharashtra
Reliance Digital 4863,Electronics,Patna,Bihar
Apollo Pharmacy 4864,Pharmacy,Lucknow,Uttar Pradesh
Indian Oil 4865,Fuel,Lucknow,Uttar Pradesh
BookMyShow 4866,Entertainment,Chandigarh,Punjab
Apollo Pharmacy 4867,Pharmacy,Kochi,Kerala
McDonald's 4868,Restaurant,Surat,Gujarat
Electricity Board 4869,Utilities,Mumbai,Maharashtra
Apollo Pharmacy 4870,Pharmacy,Indore,Madhya Pradesh
Big Bazaar 4871,Supermarket,Hyderabad,Telangana
Reliance Digital 4872,Electronics,Pune,Maharashtra
Electricity Board 4873,Utilities,Noida,Uttar Pradesh
Westside 4874,Fashion,Delhi,Delhi
Vijay Sales 4875,Electronics,Delhi,Delhi
PVR 4876,Entertainment,Mumbai,Maharashtra
Burger King 4877,Restaurant,Mumbai,Maharashtra
BookMyShow 4878,Entertainment,Kochi,Kerala
Yatra 4879,Travel,Jaipur,Rajasthan
Indian Oil 4880,Fuel,Bengaluru,Karnataka
INOX 4881,Entertainment,Chandigarh,Punjab
Burger King 4882,Restaurant,Kolkata,West Bengal
IRCTC 4883,Travel,Indore,Madhya Pradesh
More 4884,Supermarket,Chennai,Tamil Nadu
IRCTC 4885,Travel,Indore,Madhya Pradesh
Reliance Digital 4886,Electronics,Patna,Bihar
MedPlus 4887,Pharmacy,Indore,Madhya Pradesh
MakeMyTrip 4888,Travel,Kolkata,West Bengal
Yatra 4889,Travel,Noida,Uttar Pradesh
Vijay Sales 4890,Electronics,Kanpur,Uttar Pradesh
HP Petrol Pump 4891,Fuel,Noida,Uttar Pradesh
Bharat Petroleum 4892,Fuel,Lucknow,Uttar Pradesh
Westside 4893,Fashion,Pune,Maharashtra
Wellness Forever 4894,Pharmacy,Hyderabad,Telangana
Apollo Hospital 4895,Hospital,Kanpur,Uttar Pradesh
HP Petrol Pump 4896,Fuel,Hyderabad,Telangana
Amazon 4897,Shopping,Indore,Madhya Pradesh
Amazon 4898,Shopping,Gurgaon,Haryana
Starbucks 4899,Cafe,Pune,Maharashtra
Pizza Hut 4900,Restaurant,Pune,Maharashtra
Cafe Coffee Day 4901,Cafe,Kochi,Kerala
Gas Agency 4902,Utilities,Patna,Bihar
Water Supply 4903,Utilities,Kolkata,West Bengal
Reliance Fresh 4904,Supermarket,Lucknow,Uttar Pradesh
Starbucks 4905,Cafe,Hyderabad,Telangana
PVR 4906,Entertainment,Jaipur,Rajasthan
Spencer's 4907,Supermarket,Surat,Gujarat
Electricity Board 4908,Utilities,Ahmedabad,Gujarat
BookMyShow 4909,Entertainment,Kochi,Kerala
Goibibo 4910,Travel,Surat,Gujarat
HP Petrol Pump 4911,Fuel,Nagpur,Maharashtra
Reliance Digital 4912,Electronics,Kanpur,Uttar Pradesh
Bharat Petroleum 4913,Fuel,Jaipur,Rajasthan
Ajio 4914,Shopping,Indore,Madhya Pradesh
Wellness Forever 4915,Pharmacy,Kolkata,West Bengal
IRCTC 4916,Travel,Gurgaon,Haryana
Zudio 4917,Fashion,Bengaluru,Karnataka
PVR 4918,Entertainment,Chandigarh,Punjab
Shell 4919,Fuel,Noida,Uttar Pradesh
Medanta 4920,Hospital,Gurgaon,Haryana
Starbucks 4921,Cafe,Indore,Madhya Pradesh
Myntra 4922,Shopping,Mumbai,Maharashtra
Westside 4923,Fashion,Patna,Bihar
Spencer's 4924,Supermarket,Bhopal,Madhya Pradesh
Big Bazaar 4925,Supermarket,Chennai,Tamil Nadu
Medanta 4926,Hospital,Kochi,Kerala
Ajio 4927,Shopping,Bhopal,Madhya Pradesh
Gas Agency 4928,Utilities,Bhopal,Madhya Pradesh
Indian Oil 4929,Fuel,Kochi,Kerala
Wellness Forever 4930,Pharmacy,Surat,Gujarat
Water Supply 4931,Utilities,Patna,Bihar
Reliance Digital 4932,Electronics,Nagpur,Maharashtra
PVR 4933,Entertainment,Noida,Uttar Pradesh
Goibibo 4934,Travel,Pune,Maharashtra
MedPlus 4935,Pharmacy,Kolkata,West Bengal
Vijay Sales 4936,Electronics,Noida,Uttar Pradesh
Wellness Forever 4937,Pharmacy,Chandigarh,Punjab
Vijay Sales 4938,Electronics,Kanpur,Uttar Pradesh
