fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
4186,134053,Money Laundering,89,2025-02-01,Resolved
4187,282495,Account Takeover,64,2025-08-30,Under Investigation
4188,494370,Card Skimming,64,2024-10-29,Under Investigation
4189,318610,Duplicate Transaction,78,2026-06-12,Closed
4190,221670,Duplicate Transaction,62,2025-04-03,Closed
4191,431177,Identity Theft,81,2025-12-22,Closed
4192,73015,High Value Withdrawal,71,2026-01-14,Resolved
4193,96279,Account Takeover,75,2025-08-17,Closed
4194,312667,Identity Theft,84,2025-08-01,Under Investigation
4195,369548,Duplicate Transaction,80,2025-02-05,Open
4196,236455,Duplicate Transaction,64,2026-03-25,Open
4197,147548,High Value Withdrawal,96,2024-07-06,Resolved
4198,144051,Fake Merchant,98,2025-07-05,Resolved
4199,138717,Suspicious Transfer,87,2024-12-24,Open
4200,242962,Duplicate Transaction,61,2024-10-26,Open
4201,147871,Identity Theft,82,2024-10-21,Resolved
4202,16008,Fake Merchant,65,2024-11-02,Open
4203,477100,Fake Merchant,82,2025-08-10,Resolved
4204,242870,High Value Withdrawal,93,2025-07-01,Closed
4205,411661,Duplicate Transaction,76,2025-12-16,Open
4206,188736,Suspicious Transfer,87,2026-01-18,Open
4207,230478,High Value Withdrawal,61,2025-03-22,Closed
4208,390040,Money Laundering,72,2026-06-24,Open
4209,353732,Fake Merchant,63,2024-10-09,Closed
4210,182146,High Value Withdrawal,91,2025-03-02,Resolved
4211,354691,Phishing,61,2026-04-17,Closed
4212,321021,Suspicious Transfer,76,2024-11-14,Closed
4213,49835,High Value Withdrawal,86,2025-05-02,Under Investigation
4214,66907,Duplicate Transaction,93,2025-07-28,Closed
4215,320865,Fake Merchant,93,2026-05-05,Under Investigation
4216,421133,Phishing,68,2025-04-21,Under Investigation
4217,494471,High Value Withdrawal,65,2025-01-27,Under Investigation
4218,325516,Fake Merchant,94,2025-09-09,Closed
4219,401084,Money Laundering,77,2024-10-17,Closed
4220,18553,Account Takeover,70,2025-10-12,Under Investigation
4221,445250,Money Laundering,89,2025-05-03,Under Investigation
4222,368386,Fake Merchant,64,2024-10-01,Open
4223,360433,Account Takeover,72,2025-05-31,Open
4224,468103,International Fraud,91,2024-11-21,Open
4225,354028,High Value Withdrawal,94,2026-01-20,Open
4226,356811,Fake Merchant,80,2024-07-31,Closed
4227,10115,Suspicious Transfer,81,2024-10-05,Closed
4228,65364,Money Laundering,67,2024-11-18,Under Investigation
4229,444035,Identity Theft,79,2025-09-02,Closed
4230,234615,Fake Merchant,68,2025-02-02,Open
4231,177471,Account Takeover,91,2026-01-04,Open
4232,218238,Identity Theft,77,2024-07-20,Resolved
4233,437585,Fake Merchant,76,2026-01-20,Under Investigation
4234,13055,Phishing,96,2025-09-05,Resolved
4235,380299,Phishing,86,2024-08-03,Closed
4236,166904,Card Skimming,91,2025-06-20,Under Investigation
4237,97366,Suspicious Transfer,68,2024-10-31,Open
4238,309340,Duplicate Transaction,89,2024-09-07,Closed
4239,360203,Money Laundering,75,2024-12-11,Resolved
4240,483935,Suspicious Transfer,61,2026-03-06,Resolved
4241,272130,International Fraud,79,2025-09-26,Open
4242,188629,High Value Withdrawal,67,2025-06-12,Closed
4243,195431,Account Takeover,73,2025-11-13,Open
4244,232944,Money Laundering,65,2026-01-06,Resolved
4245,34498,Card Skimming,81,2026-05-10,Open
4246,288084,Duplicate Transaction,78,2025-07-05,Under Investigation
4247,490899,Identity Theft,90,2025-05-23,Closed
4248,490090,Account Takeover,63,2026-02-10,Resolved
4249,342988,High Value Withdrawal,62,2026-06-23,Under Investigation
4250,240413,Card Skimming,67,2025-06-29,Open
4251,461811,High Value Withdrawal,94,2026-02-19,Resolved
4252,91908,Money Laundering,74,2025-01-25,Open
4253,55683,Phishing,100,2024-11-06,Resolved
4254,103127,International Fraud,67,2024-08-02,Under Investigation
4255,65060,International Fraud,60,2025-09-04,Resolved
4256,51635,Card Skimming,84,2025-07-26,Under Investigation
4257,25767,International Fraud,67,2026-04-16,Resolved
4258,358808,Duplicate Transaction,81,2026-03-31,Closed
4259,420320,Money Laundering,79,2025-01-10,Resolved
4260,357290,International Fraud,72,2024-10-14,Under Investigation
4261,472267,International Fraud,83,2025-07-13,Closed
4262,457915,Duplicate Transaction,93,2026-06-03,Under Investigation
4263,327838,International Fraud,72,2026-05-24,Closed
4264,121888,Suspicious Transfer,76,2026-05-08,Resolved
4265,203448,Fake Merchant,86,2024-07-15,Under Investigation
4266,194337,Money Laundering,100,2024-08-17,Open
4267,407219,High Value Withdrawal,62,2024-07-22,Under Investigation
4268,457608,Identity Theft,67,2025-05-20,Closed
4269,184006,Phishing,81,2025-02-16,Closed
4270,235676,Phishing,93,2025-01-22,Under Investigation
4271,451706,Suspicious Transfer,68,2026-05-26,Open
4272,265607,Suspicious Transfer,69,2025-11-20,Under Investigation
4273,177769,Fake Merchant,94,2026-05-25,Closed
4274,493181,Fake Merchant,74,2025-03-04,Open
4275,20577,Identity Theft,78,2025-08-31,Under Investigation
4276,11820,Card Skimming,67,2025-08-05,Under Investigation
4277,380932,Money Laundering,60,2025-01-24,Closed
4278,261737,Card Skimming,70,2024-10-31,Closed
4279,1487,Account Takeover,72,2025-05-07,Under Investigation
4280,162444,Duplicate Transaction,81,2025-03-27,Resolved
4281,223495,International Fraud,74,2025-06-13,Resolved
4282,274985,Money Laundering,86,2025-07-11,Closed
4283,37156,Duplicate Transaction,79,2024-08-01,Under Investigation
4284,485238,International Fraud,61,2026-05-15,Closed
4285,193262,Money Laundering,64,2026-05-22,Under Investigation
4286,292009,International Fraud,73,2026-05-04,Closed
4287,108486,Fake Merchant,94,2025-09-24,Closed
4288,472875,High Value Withdrawal,70,2025-06-13,Under Investigation
4289,78736,Duplicate Transaction,86,2025-11-17,Resolved
4290,310245,Card Skimming,90,2024-09-11,Closed
4291,480114,Account Takeover,61,2024-11-29,Closed
4292,236140,Card Skimming,81,2024-09-24,Under Investigation
4293,17427,High Value Withdrawal,89,2026-02-08,Closed
4294,310558,Account Takeover,88,2025-03-13,Closed
4295,59421,Suspicious Transfer,62,2024-11-09,Resolved
4296,55185,Account Takeover,80,2025-02-27,Closed
4297,82209,Duplicate Transaction,81,2024-08-10,Resolved
4298,461962,Identity Theft,91,2024-09-03,Closed
4299,143348,Identity Theft,79,2024-09-12,Closed
4300,436976,Suspicious Transfer,83,2026-01-29,Closed
4301,422701,Money Laundering,96,2026-02-14,Resolved
4302,396590,High Value Withdrawal,99,2026-02-20,Resolved
4303,12949,Duplicate Transaction,69,2026-02-16,Resolved
4304,305512,Suspicious Transfer,60,2025-11-01,Closed
4305,17687,International Fraud,85,2025-01-30,Resolved
4306,243075,Duplicate Transaction,61,2026-05-25,Open
4307,292482,Account Takeover,79,2025-07-21,Open
4308,419958,Card Skimming,95,2026-05-05,Closed
4309,93778,Account Takeover,63,2026-04-13,Closed
4310,27392,Identity Theft,93,2025-05-09,Open
4311,276300,High Value Withdrawal,72,2025-03-14,Resolved
4312,134483,Phishing,63,2025-01-28,Closed
4313,276079,Duplicate Transaction,94,2025-12-25,Open
4314,287351,Account Takeover,92,2025-03-04,Under Investigation
4315,79534,Account Takeover,91,2025-08-30,Closed
4316,268707,Suspicious Transfer,85,2025-04-01,Open
4317,287798,Money Laundering,81,2026-01-13,Open
4318,143435,High Value Withdrawal,75,2024-08-21,Closed
4319,436669,Suspicious Transfer,81,2024-12-29,Resolved
4320,17974,Duplicate Transaction,76,2024-08-10,Under Investigation
4321,285486,Identity Theft,74,2026-01-25,Closed
4322,314773,Suspicious Transfer,89,2025-01-12,Closed
4323,473578,Identity Theft,94,2026-02-25,Under Investigation
4324,206459,High Value Withdrawal,85,2024-07-12,Closed
4325,395678,Card Skimming,69,2026-05-24,Resolved
4326,181586,Phishing,89,2026-03-17,Closed
4327,410455,Money Laundering,93,2025-10-31,Closed
4328,116893,Account Takeover,79,2026-02-10,Resolved
4329,33444,Account Takeover,97,2026-02-10,Under Investigation
4330,174916,Phishing,90,2025-04-07,Open
4331,348588,International Fraud,77,2025-03-05,Closed
4332,267917,Identity Theft,63,2026-01-22,Under Investigation
4333,245389,Phishing,77,2024-10-13,Under Investigation
4334,342707,Card Skimming,73,2025-08-17,Under Investigation
4335,307075,International Fraud,87,2025-12-01,Open
4336,379582,Phishing,67,2024-08-17,Resolved
4337,16583,High Value Withdrawal,69,2025-12-01,Closed
4338,321997,Identity Theft,95,2025-12-15,Closed
4339,407723,Duplicate Transaction,61,2026-06-18,Closed
4340,337754,International Fraud,65,2025-01-07,Open
4341,41327,Card Skimming,64,2026-02-18,Closed
4342,420599,International Fraud,65,2024-10-10,Under Investigation
4343,434179,High Value Withdrawal,62,2025-01-09,Open
4344,239171,Account Takeover,68,2024-09-10,Resolved
4345,43156,Duplicate Transaction,99,2025-10-03,Closed
4346,347443,Card Skimming,66,2024-07-19,Under Investigation
4347,229618,Account Takeover,71,2025-10-16,Resolved
4348,412318,Suspicious Transfer,98,2024-07-26,Under Investigation
4349,331852,International Fraud,67,2026-04-12,Under Investigation
4350,255147,Phishing,66,2026-05-17,Resolved
4351,295401,International Fraud,95,2026-04-20,Resolved
4352,213010,Phishing,73,2024-10-19,Under Investigation
4353,432752,Phishing,83,2025-11-17,Resolved
4354,246028,Duplicate Transaction,75,2025-04-24,Open
4355,42521,Account Takeover,89,2026-05-04,Resolved
4356,169421,Suspicious Transfer,80,2026-04-26,Open
4357,320084,Identity Theft,78,2026-05-14,Resolved
4358,89979,Identity Theft,78,2026-01-24,Under Investigation
4359,331356,High Value Withdrawal,63,2024-10-26,Under Investigation
4360,217262,Money Laundering,84,2025-04-29,Resolved
4361,490543,Identity Theft,71,2025-02-05,Under Investigation
4362,213996,Identity Theft,91,2025-07-20,Under Investigation
4363,28274,Phishing,71,2025-06-11,Open
4364,486935,Fake Merchant,98,2026-06-27,Open
4365,197621,High Value Withdrawal,79,2024-08-28,Closed
4366,146218,Account Takeover,67,2024-10-27,Closed
4367,287984,Duplicate Transaction,86,2025-09-13,Closed
4368,164449,International Fraud,71,2025-10-18,Resolved
4369,479240,Phishing,64,2025-09-29,Open
4370,425761,Phishing,89,2025-09-25,Open
4371,267072,Account Takeover,67,2025-12-06,Open
4372,232440,Identity Theft,64,2024-10-21,Under Investigation
4373,468022,International Fraud,64,2025-02-17,Open
4374,397179,Phishing,99,2024-12-04,Under Investigation
4375,88618,Fake Merchant,79,2025-06-09,Closed
4376,213339,Phishing,74,2026-01-11,Closed
4377,129425,Fake Merchant,65,2025-08-22,Resolved
4378,38933,Card Skimming,96,2026-05-16,Open
4379,242037,Identity Theft,78,2026-05-13,Resolved
4380,300270,Card Skimming,87,2025-11-15,Open
4381,157443,International Fraud,64,2026-01-03,Resolved
4382,328106,High Value Withdrawal,63,2024-09-19,Open
4383,300461,Money Laundering,93,2025-03-31,Open
4384,150341,High Value Withdrawal,99,2025-12-02,Closed
4385,398516,Fake Merchant,98,2026-03-24,Under Investigation
4386,70112,Phishing,75,2024-10-08,Open
4387,472730,Phishing,92,2025-01-10,Open
4388,101514,Card Skimming,99,2025-03-01,Resolved
4389,306638,Money Laundering,94,2025-03-06,Under Investigation
4390,77964,Identity Theft,87,2025-11-09,Under Investigation
4391,393602,Card Skimming,94,2024-09-13,Open
4392,270584,Duplicate Transaction,60,2026-02-20,Closed
4393,12234,Suspicious Transfer,73,2026-03-02,Open
4394,172013,Suspicious Transfer,77,2026-01-28,Closed
4395,448051,Money Laundering,95,2026-06-16,Closed
4396,26108,Card Skimming,93,2024-08-12,Under Investigation
4397,499068,Duplicate Transaction,68,2025-04-12,Closed
4398,315052,Money Laundering,83,2025-10-16,Under Investigation
4399,133804,Fake Merchant,100,2026-03-01,Resolved
4400,351379,Money Laundering,91,2025-11-01,Under Investigation
4401,191294,Account Takeover,96,2025-07-06,Under Investigation
4402,319674,International Fraud,80,2025-05-11,Open
4403,474148,Card Skimming,89,2024-10-20,Resolved
4404,341588,High Value Withdrawal,67,2025-02-10,Closed
4405,85110,Account Takeover,88,2025-06-08,Closed
4406,335875,Money Laundering,66,2025-04-02,Under Investigation
4407,16551,Account Takeover,97,2024-08-13,Closed
4408,393979,Money Laundering,78,2024-12-25,Under Investigation
4409,490251,Fake Merchant,94,2025-11-08,Resolved
4410,117376,High Value Withdrawal,70,2025-01-08,Open
4411,70933,High Value Withdrawal,91,2026-05-08,Resolved
4412,58071,Account Takeover,83,2024-09-13,Closed
4413,192829,Duplicate Transaction,64,2025-05-07,Under Investigation
4414,10664,Phishing,63,2024-11-25,Under Investigation
4415,332175,Account Takeover,66,2024-09-01,Under Investigation
4416,110474,Money Laundering,94,2025-05-01,Resolved
4417,497307,Account Takeover,91,2024-08-22,Under Investigation
4418,285962,Card Skimming,76,2025-04-02,Under Investigation
4419,95857,Account Takeover,75,2026-02-18,Closed
4420,301176,High Value Withdrawal,89,2026-03-28,Resolved
4421,51138,Duplicate Transaction,65,2024-07-31,Resolved
4422,351226,Suspicious Transfer,70,2025-04-08,Closed
4423,263264,Fake Merchant,76,2025-03-30,Resolved
4424,241995,Identity Theft,63,2026-06-19,Open
4425,25985,Fake Merchant,75,2025-03-02,Closed
4426,128269,Card Skimming,67,2025-11-11,Under Investigation
4427,77506,High Value Withdrawal,90,2025-07-10,Under Investigation
4428,403476,Identity Theft,73,2025-04-05,Open
4429,63571,Money Laundering,98,2025-01-09,Under Investigation
4430,397605,International Fraud,83,2025-09-01,Open
4431,399625,International Fraud,88,2024-11-29,Open
4432,375575,Card Skimming,75,2025-12-22,Closed
4433,48582,Phishing,75,2025-03-22,Resolved
4434,156916,Fake Merchant,96,2025-08-15,Resolved
4435,284357,Suspicious Transfer,64,2025-11-02,Open
4436,454561,Identity Theft,92,2024-08-03,Closed
4437,289470,Identity Theft,98,2024-10-28,Closed
4438,162850,Suspicious Transfer,91,2024-07-22,Resolved
4439,417794,Fake Merchant,60,2025-01-21,Under Investigation
4440,417089,Phishing,66,2026-03-04,Closed
4441,346174,High Value Withdrawal,97,2025-07-23,Resolved
4442,61255,Phishing,71,2024-10-28,Closed
4443,146406,Duplicate Transaction,60,2026-05-29,Closed
4444,73208,Suspicious Transfer,83,2025-09-14,Closed
4445,305885,Money Laundering,85,2024-11-28,Resolved
4446,140529,Money Laundering,91,2025-03-20,Closed
4447,474558,Fake Merchant,74,2025-04-04,Closed
4448,23566,High Value Withdrawal,61,2024-09-20,Closed
4449,250553,Suspicious Transfer,98,2024-12-23,Closed
4450,405965,Identity Theft,78,2025-03-01,Under Investigation
4451,192783,Identity Theft,87,2025-01-22,Closed
4452,378497,Card Skimming,86,2025-06-14,Closed
4453,466301,Identity Theft,69,2026-05-24,Open
4454,337810,Card Skimming,85,2024-07-02,Closed
4455,232395,Account Takeover,95,2025-12-20,Open
4456,139183,International Fraud,64,2025-08-23,Closed
4457,73378,High Value Withdrawal,84,2026-06-18,Closed
4458,35634,High Value Withdrawal,97,2025-08-01,Under Investigation
4459,427396,International Fraud,69,2026-04-04,Resolved
4460,494557,Duplicate Transaction,86,2024-08-14,Under Investigation
4461,242026,High Value Withdrawal,60,2025-07-18,Closed
4462,168657,Phishing,91,2024-09-28,Resolved
4463,405263,International Fraud,93,2025-06-23,Under Investigation
4464,255317,Phishing,83,2025-04-20,Open
4465,383075,International Fraud,76,2025-08-22,Under Investigation
4466,227048,High Value Withdrawal,75,2025-04-07,Under Investigation
4467,229725,Phishing,87,2025-03-25,Resolved
4468,383702,Identity Theft,85,2024-11-25,Open
4469,114366,Phishing,64,2024-11-12,Under Investigation
4470,105786,High Value Withdrawal,94,2025-05-15,Closed
4471,161989,Suspicious Transfer,64,2025-05-24,Closed
4472,126656,Account Takeover,66,2026-02-11,Resolved
4473,407526,Phishing,90,2025-01-16,Open
4474,203928,International Fraud,100,2024-12-01,Closed
4475,225680,Phishing,74,2026-01-06,Resolved
4476,82085,Card Skimming,84,2025-02-08,Open
4477,81770,High Value Withdrawal,71,2026-02-04,Closed
4478,497865,Money Laundering,69,2026-05-20,Resolved
4479,63773,Duplicate Transaction,95,2025-06-28,Under Investigation
4480,461763,Money Laundering,64,2024-08-19,Under Investigation
4481,265389,Suspicious Transfer,97,2025-07-20,Resolved
4482,350371,Phishing,77,2025-03-25,Under Investigation
4483,392508,Identity Theft,91,2024-07-30,Closed
4484,132903,Suspicious Transfer,89,2025-08-16,Resolved
4485,352150,Account Takeover,70,2025-08-24,Closed
4486,333189,Phishing,71,2025-10-03,Closed
4487,317947,High Value Withdrawal,62,2024-12-04,Resolved
4488,220444,Money Laundering,71,2024-12-08,Open
4489,269023,International Fraud,84,2024-11-16,Under Investigation
4490,264525,Account Takeover,78,2025-12-22,Closed
4491,153875,Duplicate Transaction,89,2024-11-15,Resolved
4492,406583,High Value Withdrawal,88,2026-01-17,Open
4493,163550,Account Takeover,61,2025-10-12,Closed
4494,374283,Identity Theft,71,2025-05-12,Under Investigation
4495,385664,Suspicious Transfer,60,2025-11-03,Open
4496,416441,Fake Merchant,63,2026-06-13,Closed
4497,290768,Card Skimming,99,2025-12-06,Resolved
4498,219378,Phishing,83,2024-10-16,Under Investigation
4499,283587,Money Laundering,96,2025-05-31,Under Investigation
4500,173681,Money Laundering,70,2024-12-31,Resolved
4501,59711,Identity Theft,76,2026-04-03,Open
4502,134605,Fake Merchant,82,2024-10-29,Under Investigation
4503,365790,Account Takeover,62,2025-04-04,Under Investigation
4504,433865,International Fraud,63,2026-03-22,Open
4505,315170,Phishing,95,2025-03-17,Under Investigation
4506,311532,Phishing,96,2024-09-07,Under Investigation
4507,160056,Phishing,78,2025-12-03,Under Investigation
4508,210590,Suspicious Transfer,91,2024-11-17,Under Investigation
